date,cases_deaths_link,cases_deaths_link_smoothed,new_cases,new_deaths,new_cases_smoothed,new_deaths_smoothed
2022-11-29,Infinity,76.71433333333333,25,0,230.143,3
2022-11-30,90,78.2537626881344,187,2,253.143,2.857
2022-12-01,35.666666666666664,62.325459317585306,377,6,245.857,3.429
2022-12-02,3.6,56.96580506192784,292,5,250,3.714
2022-12-03,2.888888888888889,47.67283811244073,319,9,240.571,4.429
2022-12-04,85.6,45.03544082257712,278,5,249.286,4.571
2022-12-05,52.6,44.03544082257712,373,5,264.429,4.571
2022-12-06,96.25,42.05444293214077,15,4,263,5.143
2022-12-07,27.125,36.9285,24,8,239.714,6
2022-12-08,44.5,38.1905,560,6,265.857,6
2022-12-09,3.125,35.79763571317468,403,8,281.714,6.429
2022-12-10,187,47.88933030646992,297,1,278.571,5.286
2022-12-11,Infinity,53.786261211988624,431,0,300.429,4.571
2022-12-12,48.666666666666664,53.03351718285956,179,6,272.714,4.714
2022-12-13,106.33333333333333,52.6298402975279,53,3,278.143,4.571
2022-12-14,139,67.12062466343565,427,2,335.714,3.714
2022-12-15,93.25,77.11548556430446,518,4,329.714,3.429
2022-12-16,3.75,92.0546027301365,457,4,337.429,2.857
2022-12-17,12,79.90466666666667,517,2,368.857,3
2022-12-18,93.33333333333333,68.92844179414053,548,6,385.571,3.857
2022-12-19,80.6,75.85191168551427,505,5,432.143,3.714
2022-12-20,24.75,55.714200000000005,147,12,445.571,5
2022-12-21,107.75,56.83484676503973,224,4,416.571,5.286
2022-12-22,25.571428571428573,47.727336366818335,553,7,421.571,5.714
2022-12-23,7.571428571428571,45.27804004558033,719,7,459,6.143
2022-12-24,53.375,47.95914285714286,762,8,494,7
2022-12-25,74,46.15903681926362,615,7,503.571,7.143
2022-12-26,65.28571428571429,45.42051420110378,728,7,535.429,7.429
2022-12-27,64.625,53.792766515969085,199,8,542.857,6.857
2022-12-28,68.5,51.90079418495087,252,8,546.857,7.429
2022-12-29,101,60.49881002379952,110,5,483.571,7.143
2022-12-30,21,62.37869242615148,123,7,398.429,7.143
2022-12-31,18.666666666666668,54.001944516463574,970,12,428.143,7.714
2023-01-01,55.3,51.77096893036964,622,10,429.143,8.143
2023-01-02,71.9,53.55267763388169,709,10,426.429,8.571
2023-01-03,108.85714285714286,58.60718946494246,168,7,422,8.429
2023-01-04,76.875,59.74267410131689,103,8,400.714,8.429
2023-01-05,80.88888888888889,59.49211111111111,99,9,399.143,9
2023-01-06,39.8,62.297108101904975,1071,5,534.571,8.714
2023-01-07,50.4,70.89149598133264,586,5,479.714,7.714
2023-01-08,15.714285714285714,66.36988745539391,924,7,522.857,7.286
2023-01-09,9.461538461538462,51.650116670987806,576,13,503.857,7.714
2023-01-10,107.77777777777777,53.517875,114,9,496.143,8
2023-01-11,103.66666666666667,55.631708581799316,167,6,505.286,7.714
2023-01-12,54.53846153846154,51.4637943519189,490,13,561.143,8.286
2023-01-13,42,51.82365221662777,345,4,457.429,8.143
2023-01-14,12.875,46.75230428188076,341,8,422.429,8.571
2023-01-15,14.142857142857142,46.56901178392253,212,7,320.714,8.571
2023-01-16,153,69.29880736323568,229,7,271.143,7.714
2023-01-17,195.33333333333334,69.95974916144085,51,3,262.143,6.857
2023-01-18,231,79.57038502511033,31,4,242.714,6.571
2023-01-19,115.2,92.80843617609136,363,5,224.571,5.429
2023-01-20,12.666666666666666,80.76558684681751,109,9,190.857,6.143
2023-01-21,33.4,88.42947147357367,223,5,174,5.714
2023-01-22,98,103.36028734573587,117,5,160.429,5.429
2023-01-23,69,88.94205716507875,147,5,148.714,5.143
2023-01-24,68.2,77.80972554798305,29,5,145.571,5.429
2023-01-25,Infinity,66.03129503808935,15,0,143.286,4.857
2023-01-26,38.166666666666664,54.22859999999999,266,6,129.429,5
2023-01-27,51,67.9655172413793,111,1,129.714,3.857
2023-01-28,Infinity,77.22367165128858,203,0,126.857,3.143
2023-01-29,121,78.60378018900944,126,3,128.143,2.857
2023-01-30,12.11111111111111,55.659667541557305,115,9,123.571,3.429
2023-01-31,223,60.90304515225761,9,1,120.714,2.857
2023-02-01,29.25,46.7859434237387,0,4,118.571,3.429
2023-02-02,73.5,52.052502625131254,0,2,80.571,2.857
2023-02-03,14.5,48.523666666666664,276,2,104.143,3
2023-02-04,15,45.58892777601019,210,1,105.143,3.143
2023-02-05,53.2,37.74540682414698,144,5,107.714,3.429
2023-02-06,55.5,53.40222313709346,96,2,105,2.429
2023-02-07,203,52.2260189378345,11,1,105.286,2.429
2023-02-08,Infinity,69.00538502961767,10,0,106.714,1.857
2023-02-09,38.333333333333336,61.7855,53,3,114.286,2
2023-02-10,4.5,60.357,229,2,107.571,2
2023-02-11,0,55.32944470368643,154,2,99.571,2.143
2023-02-12,0,51.28644175684278,115,1,95.429,1.571
2023-02-13,276,72.87823652904129,134,1,100.857,1.429
2023-02-14,210,73.5780265920224,8,1,100.429,1.429
2023-02-15,Infinity,75.37718684394682,15,0,101.143,1.429
2023-02-16,Infinity,105,251,0,129.429,1
2023-02-17,5.5,105.286,75,2,107.429,1
2023-02-18,Infinity,149.4593837535014,173,0,110.143,0.714
2023-02-19,26.5,133.3558926487748,135,2,113,0.857
2023-02-20,Infinity,150.65966386554624,113,0,110,0.714
2023-02-21,154,139.45518207282913,19,1,111.571,0.714
2023-02-22,Infinity,133.65406162464987,0,0,109.429,0.714
2023-02-23,Infinity,141.25630252100842,206,0,103,0.714
2023-02-24,8,175.8826619964974,96,1,106,0.571
2023-02-25,7.5,118.01983663943992,122,2,98.714,0.857
2023-02-26,125.5,151.02567094515754,94,2,92.857,0.857
2023-02-27,Infinity,125.35472578763128,110,0,92.429,0.857
2023-02-28,173,128.52158693115518,3,1,90.143,0.857
2023-03-01,Infinity,131.85530921820305,6,0,91,0.857
2023-03-02,113,110,175,1,86.571,1
2023-03-03,Infinity,130.18786464410735,109,0,88.429,0.857
2023-03-04,0,153.26190476190476,112,1,87,0.714
2023-03-05,Infinity,240.0932400932401,70,0,83.571,0.429
2023-03-06,Infinity,247.08624708624708,67,0,77.429,0.429
2023-03-07,Infinity,345.1538461538462,2,0,77.286,0.286
2023-03-08,Infinity,324.6748251748252,0,0,76.429,0.286
2023-03-09,3.793103448275862,21.56532897806813,292,29,93.143,4.286
2023-03-10,Infinity,21.03196453569762,71,0,87.714,4.286
2023-03-11,Infinity,21.96475983586773,191,0,99,4.143
2023-03-12,Infinity,20.89572773352643,126,0,107,4.143
2023-03-13,Infinity,21.344195027757664,159,0,120.143,4.143
2023-03-14,Infinity,20.99927588703838,9,0,121.143,4.143
2023-03-15,Infinity,20.171614771904416,0,0,121.143,4.143
2023-03-16,6.090909090909091,49.28644175684278,237,11,113.286,1.571
2023-03-17,Infinity,Infinity,null,null,null,null
2023-03-18,NaN,Infinity,null,null,null,null
2023-03-19,Infinity,Infinity,null,null,null,null
2023-03-20,Infinity,Infinity,null,null,null,null
2023-03-21,Infinity,Infinity,null,null,null,null
2023-03-22,Infinity,Infinity,null,null,null,null
2023-03-23,Infinity,Infinity,null,null,null,null
2023-03-24,Infinity,Infinity,null,null,null,null
2023-03-25,NaN,Infinity,null,null,null,null
2023-03-26,Infinity,Infinity,null,null,null,null
